TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1553501428354	310.838531	36.107670	-34.877106	0.993172	-0.002337	-0.001978	-0.116618	img_0_0_1553501428996330600.png;img_1_1_1553501429004791900.png
1553501428741	312.151489	36.831627	-34.989845	0.993176	-0.000915	-0.001001	-0.116620	img_0_0_1553501429383243000.png;img_1_1_1553501429391658600.png
1553501429113	313.406830	37.519249	-35.091244	0.993165	-0.000103	-0.000305	-0.116719	img_0_0_1553501429756378900.png;img_1_1_1553501429765299300.png
1553501429494	314.686340	38.217888	-35.201584	0.993124	-0.000520	-0.004376	-0.116988	img_0_0_1553501430139716100.png;img_1_1_1553501430148087500.png
1553501429935	316.170624	39.017235	-35.308662	0.993104	-0.000771	-0.006543	-0.117052	img_0_0_1553501430581704100.png;img_1_1_1553501430588953900.png
1553501430331	317.513672	39.724937	-35.374928	0.993105	-0.000737	-0.006249	-0.117063	img_0_0_1553501430975911400.png;img_1_1_1553501430983455300.png
1553501430700	318.773193	40.376114	-35.412361	0.993114	-0.000527	-0.004471	-0.117066	img_0_0_1553501431347769800.png;img_1_1_1553501431355097400.png
1553501431087	320.097809	41.053352	-35.426224	0.993054	0.010798	-0.005960	-0.117012	img_0_0_1553501431730631900.png;img_1_1_1553501431738895300.png
1553501431453	321.359039	41.705948	-35.415401	0.993098	0.002048	-0.006757	-0.117076	img_0_0_1553501432099133200.png;img_1_1_1553501432107421700.png
1553501431804	322.577942	42.333218	-35.383045	0.993055	-0.000800	-0.009106	-0.117299	img_0_0_1553501432449509700.png;img_1_1_1553501432458072500.png
1553501432179	323.896637	42.994274	-35.324928	0.992936	-0.001610	-0.013793	-0.117832	img_0_0_1553501432824750600.png;img_1_1_1553501432832756000.png
1553501432557	325.252502	43.647835	-35.241108	0.992903	-0.001779	-0.015035	-0.117956	img_0_0_1553501433205373500.png;img_1_1_1553501433212999400.png
1553501432929	326.614929	44.278336	-35.135029	0.992941	0.001375	-0.012354	-0.117953	img_0_0_1553501433573696400.png;img_1_1_1553501433582652900.png
1553501433286	327.943481	44.877987	-35.009739	0.992948	0.001964	-0.011740	-0.117953	img_0_0_1553501433932139600.png;img_1_1_1553501433940569600.png
1553501433631	329.245758	45.455513	-34.868126	0.992957	0.001525	-0.010974	-0.117960	img_0_0_1553501434278900600.png;img_1_1_1553501434286261300.png
1553501434021	330.737457	46.105682	-34.692284	0.992966	0.003457	-0.009839	-0.117939	img_0_0_1553501434666585400.png;img_1_1_1553501434675826000.png
1553501434459	332.433777	46.838116	-34.483841	0.992981	0.003904	-0.008167	-0.117930	img_0_0_1553501435108582300.png;img_1_1_1553501435117150900.png
1553501434855	333.982544	47.504784	-34.298321	0.992962	0.001977	-0.010515	-0.117952	img_0_0_1553501435504514700.png;img_1_1_1553501435512262600.png
1553501435242	335.513184	48.155834	-34.124149	0.992960	0.000994	-0.010654	-0.117964	img_0_0_1553501435893827100.png;img_1_1_1553501435900176800.png
1553501435635	337.085663	48.811504	-33.954216	0.992978	-0.000663	-0.008615	-0.117983	img_0_0_1553501436282951000.png;img_1_1_1553501436290982100.png
1553501436010	338.597656	49.429348	-33.798626	0.992987	0.001905	-0.007535	-0.117965	img_0_0_1553501436660722100.png;img_1_1_1553501436667955500.png
1553501436385	340.119232	50.047073	-33.649216	0.992967	0.006212	-0.008344	-0.117932	img_0_0_1553501437034373500.png;img_1_1_1553501437042554200.png
1553501436784	341.751038	50.715385	-33.497299	0.992974	0.005596	-0.007883	-0.117935	img_0_0_1553501437433074400.png;img_1_1_1553501437440285900.png
1553501437180	343.382538	51.388798	-33.352848	0.992981	0.004220	-0.007693	-0.117946	img_0_0_1553501437828111600.png;img_1_1_1553501437837903000.png
1553501437558	344.949249	52.036289	-33.220703	0.992993	0.003531	-0.006395	-0.117950	img_0_0_1553501438208669600.png;img_1_1_1553501438217016300.png
1553501437936	346.522430	52.688164	-33.092625	0.992986	0.006275	-0.005719	-0.117930	img_0_0_1553501438584829500.png;img_1_1_1553501438594027100.png
1553501438332	348.174042	53.383877	-32.945576	0.992889	0.007997	-0.002957	-0.118742	img_0_0_1553501438981076900.png;img_1_1_1553501438988802100.png
1553501438680	349.622742	54.010807	-32.804001	0.992800	0.008982	-0.002919	-0.119412	img_0_0_1553501439328236800.png;img_1_1_1553501439336727900.png
1553501439043	351.133026	54.682472	-32.643772	0.992765	0.009459	-0.005660	-0.119570	img_0_0_1553501439692126700.png;img_1_1_1553501439701091900.png
1553501439418	352.697021	55.395748	-32.464767	0.992753	0.009086	-0.007103	-0.119617	img_0_0_1553501440068772800.png;img_1_1_1553501440075132400.png
1553501439796	354.281921	56.131962	-32.268887	0.992757	0.006876	-0.008333	-0.119652	img_0_0_1553501440449442800.png;img_1_1_1553501440456070200.png
1553501440162	355.826874	56.855885	-32.066330	0.992772	0.004739	-0.007783	-0.119669	img_0_0_1553501440815356200.png;img_1_1_1553501440822310700.png
1553501440501	357.265533	57.531311	-31.868038	0.992792	0.003745	-0.005373	-0.119670	img_0_0_1553501441155717300.png;img_1_1_1553501441162265200.png
1553501440840	358.707001	58.209335	-31.660732	0.992805	0.004180	-0.005114	-0.119557	img_0_0_1553501441492041500.png;img_1_1_1553501441499301100.png
1553501441188	360.186768	58.908855	-31.440111	0.993594	0.004233	-0.005374	-0.112802	img_0_0_1553501441843168900.png;img_1_1_1553501441849763700.png
