Time, State, posX, posY, posZ, errorX, errorY, errorZ, errorYaw, ascendRate, adjustmentGain, delaytime
6993.86, 0,-0.1509,5.6435,7.1514,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6994.06, 0,-0.1479,5.8704,7.1670,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6994.26, 0,-0.1432,6.0972,7.1943,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6994.46, 0,-0.1422,6.3234,7.2228,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6994.66, 0,-0.1424,6.5424,7.2457,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6994.86, 0,-0.1420,6.7276,7.2584,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6995.06, 0,-0.1418,6.9419,7.2687,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6995.26, 0,-0.1416,7.1609,7.2761,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6995.46, 0,-0.1409,7.3780,7.2696,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6995.66, 0,-0.1390,7.5836,7.2627,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6995.86, 0,-0.1369,7.8051,7.2671,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6996.06, 0,-0.1339,7.9843,7.2769,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6996.26, 0,-0.1324,8.2016,7.2889,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6996.46, 0,-0.1316,8.4149,7.2956,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6996.66, 0,-0.1300,8.6269,7.2944,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6996.87, 0,-0.1269,8.8444,7.2189,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6997.07, 0,-0.1225,9.0604,7.2001,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6997.27, 0,-0.1186,9.2719,7.2131,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6997.47, 0,-0.1159,9.4840,7.2352,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6997.67, 0,-0.1126,9.6943,7.2536,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6997.87, 0,-0.1088,9.8704,7.2646,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6998.07, 0,-0.1040,10.0836,7.2832,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6998.27, 0,-0.0986,10.2982,7.2717,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6998.47, 0,-0.0928,10.5070,7.2688,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6998.67, 0,-0.0864,10.7187,7.2731,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6998.87, 0,-0.0828,10.9241,7.2790,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6999.07, 0,-0.0788,11.1329,7.2795,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6999.27, 0,-0.0749,11.3412,7.2800,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6999.47, 0,-0.0719,11.5113,7.2741,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6999.67, 0,-0.0700,11.7174,7.2698,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
6999.87, 0,-0.0679,11.9238,7.2718,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
7000.07, 0,-0.0661,12.0926,7.2758,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.200
7000.32, 0,-0.0645,12.3566,7.2444,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7000.58, 0,-0.0618,12.5947,7.2351,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7000.83, 0,-0.0572,12.8633,7.2368,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7001.08, 0,-0.0547,13.0962,7.2380,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7001.33, 0,-0.0521,13.3299,7.2408,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7001.58, 0,-0.0496,13.5874,7.2218,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7001.84, 0,-0.0485,13.8106,7.2245,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7002.09, 0,-0.0480,14.0286,7.2404,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7002.34, 0,-0.0471,14.2801,7.2635,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7002.59, 0,-0.0460,14.4905,7.2759,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7002.84, 0,-0.0441,14.6978,7.2827,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7003.10, 0,-0.0442,14.9243,7.2847,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7003.35, 0,-0.0455,15.1275,7.2607,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7003.60, 0,-0.0474,15.3266,7.2385,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7003.85, 0,-0.0489,15.5316,7.2293,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7004.10, 0,-0.0512,15.7560,7.2268,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7004.36, 0,-0.0526,15.9494,7.2347,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7004.61, 0,-0.0526,16.1687,7.2456,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7004.87, 0,-0.0538,16.3520,7.2387,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7005.12, 0,-0.0551,16.5607,7.2292,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7005.38, 0,-0.0582,16.7463,7.2277,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7005.63, 0,-0.0608,16.9278,7.2220,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7005.88, 0,-0.0618,17.1383,7.2193,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7006.14, 0,-0.0631,17.3227,7.2188,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7006.39, 0,-0.0640,17.5108,7.2130,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7006.64, 0,-0.0627,17.7253,7.1986,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
7006.89, 0,-0.0618,17.9136,7.1807,0.0000,-0.9981,7.2518,90.49,0.000,0.000,0.250
7007.09, 1,-0.0606,18.0752,7.1875,0.0000,-0.9211,7.2493,90.49,0.000,0.150,0.200
7007.29, 1,-0.0588,18.2375,7.2022,0.0000,-0.8414,7.2486,90.48,0.000,0.150,0.200
7007.49, 1,-0.0568,18.4103,7.2169,0.0000,-0.7569,7.2531,90.47,0.000,0.150,0.200
7007.69, 1,-0.0554,18.5624,7.2256,0.0000,-0.6686,7.2616,90.46,0.000,0.150,0.200
7007.90, 1,-0.0537,18.7467,7.2280,0.0000,-0.5771,7.2727,90.46,0.000,0.150,0.200
7008.10, 1,-0.0546,18.9305,7.2294,0.0000,-0.4881,7.2842,90.45,0.000,0.150,0.200
7008.30, 1,-0.0566,19.1152,7.2266,0.0000,-0.4010,7.2957,90.44,0.000,0.150,0.200
7008.50, 1,-0.0579,19.2918,7.2268,0.0000,-0.3170,7.3070,90.44,0.000,0.150,0.200
7008.70, 1,-0.0573,19.4651,7.2234,0.0000,-0.2369,7.3189,90.43,0.000,0.150,0.200
7008.90, 1,-0.0566,19.6267,7.2128,0.0000,-0.1616,7.3297,90.44,0.000,0.150,0.200
7009.10, 1,-0.0553,19.7752,7.2053,0.0000,-0.0905,7.3381,90.44,0.000,0.150,0.200
7009.30, 1,-0.0548,19.8919,7.1914,0.0000,-0.0278,7.3436,90.44,0.000,0.100,0.200
7009.50, 1,-0.0546,20.0201,7.1843,0.0000,0.0311,7.3463,90.44,0.000,0.100,0.200
7009.70, 1,-0.0534,20.1342,7.1805,0.0000,0.0826,7.3474,90.43,0.000,0.100,0.200
7009.90, 1,-0.0513,20.2379,7.1764,0.0000,0.1285,7.3480,90.43,0.000,0.100,0.200
7010.10, 1,-0.0489,20.3265,7.1820,0.0000,0.1668,7.3480,90.42,0.000,0.150,0.200
7010.30, 1,-0.0445,20.4026,7.1827,0.0000,0.1987,7.3497,90.40,0.000,0.150,0.200
7010.50, 1,-0.0401,20.4571,7.1788,0.0000,0.2242,7.3510,90.39,0.000,0.150,0.200
7010.70, 1,-0.0338,20.5087,7.1761,0.0000,0.2430,7.3512,90.40,0.000,0.150,0.200
7010.90, 1,-0.0278,20.5466,7.1804,0.0000,0.2563,7.3512,90.41,0.000,0.150,0.200
7011.10, 1,-0.0212,20.5687,7.1802,0.0000,0.2637,7.3516,90.42,0.000,0.150,0.200
7011.30, 1,-0.0153,20.5850,7.1844,0.0000,0.2657,7.3520,90.43,0.000,0.150,0.200
7011.50, 1,-0.0103,20.5914,7.1897,0.0000,0.2626,7.3540,90.44,0.000,0.150,0.200
7011.70, 1,-0.0071,20.5873,7.1795,0.0000,0.2548,7.3568,90.43,0.000,0.150,0.200
7011.90, 1,-0.0045,20.5750,7.1650,0.0000,0.2424,7.3553,90.41,0.000,0.150,0.200
7012.10, 1,-0.0033,20.5573,7.1581,0.0000,0.2261,7.3502,90.41,0.000,0.150,0.200
7012.30, 1,-0.0040,20.5289,7.1639,0.0000,0.2059,7.3437,90.41,0.000,0.150,0.200
7012.50, 1,-0.0049,20.4935,7.1692,0.0000,0.1831,7.3384,90.42,0.000,0.150,0.200
7012.70, 1,-0.0054,20.4535,7.1647,0.0000,0.1584,7.3326,90.41,0.000,0.150,0.200
7012.90, 1,-0.0067,20.4068,7.1507,0.0000,0.1312,7.3237,90.42,0.000,0.150,0.200
7013.10, 1,-0.0076,20.3565,7.1546,0.0000,0.1022,7.3120,90.42,0.000,0.150,0.200
7013.30, 1,-0.0084,20.3094,7.1653,0.0000,0.0734,7.3021,90.43,0.000,0.150,0.200
7013.50, 1,-0.0107,20.2511,7.1765,0.0000,0.0433,7.2944,90.43,0.000,0.100,0.200
7013.70, 1,-0.0139,20.1908,7.1814,0.0000,0.0140,7.2880,90.44,0.000,0.100,0.200
7013.90, 1,-0.0181,20.1327,7.1915,0.0000,-0.0144,7.2826,90.44,0.000,0.100,0.200
7014.10, 1,-0.0244,20.0742,7.2013,0.0000,-0.0410,7.2791,90.44,0.000,0.100,0.200
7014.30, 1,-0.0301,20.0198,7.2082,0.0000,-0.0664,7.2777,90.45,0.000,0.100,0.200
7014.50, 1,-0.0339,19.9771,7.2025,0.0000,-0.0898,7.2761,90.46,0.000,0.100,0.200
7014.70, 1,-0.0388,19.9306,7.1934,0.0000,-0.1110,7.2725,90.48,0.000,0.100,0.200
7014.90, 1,-0.0437,19.8885,7.1943,0.0000,-0.1304,7.2665,90.49,0.000,0.150,0.200
7015.10, 1,-0.0479,19.8504,7.1978,0.0000,-0.1469,7.2607,90.50,0.000,0.150,0.200
7015.30, 1,-0.0528,19.8148,7.2049,0.0000,-0.1610,7.2562,90.50,0.000,0.150,0.200
7015.50, 1,-0.0581,19.7848,7.2043,0.0000,-0.1728,7.2533,90.49,0.000,0.150,0.200
7015.71, 1,-0.0635,19.7600,7.2006,0.0000,-0.1816,7.2509,90.49,0.000,0.150,0.200
7015.91, 1,-0.0694,19.7397,7.1950,0.0000,-0.1878,7.2467,90.49,0.000,0.150,0.200
7016.11, 1,-0.0759,19.7254,7.1945,0.0000,-0.1914,7.2405,90.48,0.000,0.150,0.200
7016.31, 1,-0.0816,19.7173,7.1944,0.0000,-0.1924,7.2336,90.48,0.000,0.150,0.200
7016.51, 1,-0.0860,19.7144,7.1974,0.0000,-0.1912,7.2271,90.48,0.000,0.150,0.200
7016.71, 1,-0.0912,19.7158,7.1804,0.0000,-0.1878,7.2200,90.48,0.000,0.150,0.200
7016.91, 1,-0.0956,19.7211,7.1663,0.0000,-0.1823,7.2075,90.47,0.000,0.150,0.200
7017.11, 1,-0.0984,19.7289,7.1481,0.0000,-0.1752,7.1892,90.46,0.000,0.150,0.200
7017.31, 1,-0.1000,19.7367,7.1542,0.0000,-0.1666,7.1684,90.46,0.000,0.150,0.200
7017.51, 1,-0.1010,19.7494,7.1718,0.0000,-0.1562,7.1495,90.45,0.000,0.150,0.200
7017.71, 1,-0.1020,19.7663,7.1949,0.0000,-0.1445,7.1362,90.47,0.000,0.150,0.200
7017.91, 1,-0.1038,19.7860,7.2211,0.0000,-0.1315,7.1295,90.47,0.000,0.150,0.200
7018.11, 1,-0.1064,19.8083,7.2226,0.0000,-0.1173,7.1289,90.47,0.000,0.150,0.200
7018.31, 1,-0.1087,19.8281,7.2162,0.0000,-0.1028,7.1277,90.47,0.000,0.150,0.200
7018.51, 1,-0.1106,19.8544,7.2175,0.0000,-0.0876,7.1256,90.48,0.000,0.150,0.200
7018.71, 1,-0.1125,19.8830,7.2146,0.0000,-0.0721,7.1239,90.48,0.000,0.100,0.200
7018.91, 1,-0.1141,19.9107,7.2166,0.0000,-0.0568,7.1219,90.49,0.000,0.100,0.200
7019.11, 1,-0.1148,19.9385,7.2299,0.0000,-0.0417,7.1212,90.49,0.000,0.100,0.200
7019.31, 1,-0.1149,19.9658,7.2485,0.0000,-0.0269,7.1255,90.50,0.000,0.100,0.200
7019.51, 1,-0.1148,19.9875,7.2630,0.0000,-0.0134,7.1351,90.50,0.000,0.100,0.200
7019.71, 1,-0.1138,20.0138,7.2741,0.0000,-0.0004,7.1494,90.50,0.000,0.100,0.200
7019.91, 1,-0.1124,20.0362,7.2763,0.0000,0.0119,7.1667,90.50,0.000,0.100,0.200
7020.11, 1,-0.1115,20.0569,7.2766,0.0000,0.0226,7.1847,90.51,0.000,0.100,0.200
7020.31, 1,-0.1105,20.0737,7.2738,0.0000,0.0324,7.2037,90.52,0.000,0.100,0.200
7020.51, 1,-0.1091,20.0933,7.2636,0.0000,0.0411,7.2231,90.53,0.000,0.100,0.200
7020.71, 1,-0.1072,20.1105,7.2420,0.0000,0.0486,7.2385,90.52,0.000,0.100,0.200
7020.91, 1,-0.1063,20.1252,7.2118,0.0000,0.0549,7.2487,90.52,0.000,0.100,0.200
7021.12, 1,-0.1026,20.1390,7.1841,0.0000,0.0599,7.2490,90.52,0.000,0.100,0.200
7021.32, 1,-0.0987,20.1477,7.1668,0.0000,0.0635,7.2422,90.52,0.000,0.100,0.200
7021.52, 1,-0.0946,20.1556,7.1505,0.0000,0.0658,7.2304,90.52,0.000,0.100,0.200
7021.72, 1,-0.0902,20.1598,7.1508,0.0000,0.0670,7.2138,90.51,0.000,0.100,0.200
7021.92, 1,-0.0855,20.1632,7.1645,0.0000,0.0672,7.1971,90.51,0.000,0.100,0.200
7022.12, 1,-0.0826,20.1656,7.1795,0.0000,0.0664,7.1829,90.52,0.000,0.100,0.200
7022.32, 1,-0.0802,20.1664,7.1840,0.0000,0.0648,7.1710,90.54,0.000,0.100,0.200
7022.52, 2,-0.0773,20.1656,7.1892,0.0000,0.0621,7.1580,90.54,0.150,0.100,0.200
7022.72, 2,-0.0748,20.1630,7.2049,0.0000,0.0588,7.1470,90.56,0.150,0.100,0.200
7022.92, 2,-0.0721,20.1580,7.2155,0.0000,0.0545,7.1396,90.57,0.150,0.100,0.200
7023.12, 2,-0.0699,20.1510,7.2282,0.0000,0.0495,7.1343,90.56,0.150,0.100,0.200
7023.32, 2,-0.0689,20.1411,7.2022,0.0000,0.0438,7.1222,90.55,0.150,0.100,0.200
7023.52, 2,-0.0679,20.1305,7.2185,0.0000,0.0380,7.0713,90.55,0.150,0.100,0.200
7023.72, 2,-0.0676,20.1205,7.2716,0.0000,0.0316,6.9918,90.54,0.150,0.100,0.200
7023.92, 2,-0.0667,20.1106,7.3631,0.0000,0.0253,6.8948,90.52,0.150,0.100,0.200
7024.12, 2,-0.0663,20.1053,7.4489,0.0000,0.0202,6.7863,90.51,0.150,0.100,0.200
7024.32, 2,-0.0671,20.1020,7.5722,0.0000,0.0178,6.6657,90.53,0.150,0.100,0.200
7024.52, 2,-0.0683,20.1023,7.7041,0.0000,0.0170,6.5420,90.53,0.150,0.100,0.200
7024.72, 2,-0.0686,20.1061,7.8441,0.0000,0.0170,6.4176,90.54,0.150,0.100,0.200
7024.92, 2,-0.0702,20.1087,7.9842,0.0000,0.0174,6.2865,90.55,0.150,0.100,0.200
7025.12, 2,-0.0721,20.1116,8.1240,0.0000,0.0180,6.1596,90.55,0.150,0.100,0.200
7025.32, 2,-0.0736,20.1149,8.2431,0.0000,0.0187,6.0252,90.54,0.150,0.100,0.200
7025.52, 2,-0.0759,20.1187,8.3943,0.0000,0.0193,5.8944,90.55,0.150,0.100,0.200
7025.72, 2,-0.0780,20.1210,8.5487,0.0000,0.0197,5.7621,90.55,0.150,0.100,0.200
7025.92, 2,-0.0790,20.1229,8.7014,0.0000,0.0202,5.6300,90.54,0.150,0.100,0.200
7026.12, 2,-0.0807,20.1246,8.8506,0.0000,0.0206,5.5015,90.53,0.150,0.100,0.200
7026.32, 2,-0.0829,20.1263,8.9934,0.0000,0.0210,5.3682,90.53,0.150,0.100,0.200
7026.52, 2,-0.0842,20.1276,9.1164,0.0000,0.0213,5.2382,90.55,0.150,0.100,0.200
7026.72, 2,-0.0858,20.1283,9.2674,0.0000,0.0216,5.1043,90.56,0.150,0.100,0.200
7026.92, 2,-0.0885,20.1283,9.4039,0.0000,0.0219,4.9717,90.58,0.150,0.100,0.200
7027.12, 2,-0.0921,20.1285,9.5450,0.0000,0.0222,4.8316,90.59,0.150,0.100,0.200
7027.32, 2,-0.0966,20.1286,9.6840,0.0000,0.0226,4.6966,90.59,0.150,0.100,0.200
7027.52, 2,-0.1014,20.1290,9.8098,0.0000,0.0232,4.5518,90.60,0.150,0.100,0.200
7027.72, 2,-0.1081,20.1291,9.9594,0.0000,0.0239,4.4057,90.61,0.150,0.100,0.200
7027.92, 2,-0.1164,20.1289,10.1185,0.0000,0.0248,4.2586,90.61,0.150,0.100,0.200
7028.12, 2,-0.1227,20.1291,10.2517,0.0000,0.0259,4.1181,90.61,0.150,0.100,0.200
7028.32, 2,-0.1286,20.1297,10.4023,0.0000,0.0273,3.9757,90.61,0.150,0.100,0.200
7028.52, 2,-0.1341,20.1305,10.5511,0.0000,0.0289,3.8303,90.60,0.150,0.100,0.200
7028.72, 2,-0.1400,20.1317,10.7022,0.0000,0.0307,3.6855,90.60,0.150,0.100,0.200
7028.92, 2,-0.1461,20.1337,10.8505,0.0000,0.0327,3.5455,90.60,0.150,0.100,0.200
7029.12, 2,-0.1515,20.1367,10.9838,0.0000,0.0349,3.4003,90.60,0.150,0.100,0.200
7029.32, 2,-0.1568,20.1396,11.1395,0.0000,0.0372,3.2529,90.60,0.150,0.100,0.200
7029.52, 2,-0.1614,20.1420,11.2853,0.0000,0.0397,3.1052,90.59,0.150,0.100,0.200
7029.72, 2,-0.1656,20.1447,11.4372,0.0000,0.0425,2.9534,90.59,0.150,0.100,0.200
7029.92, 2,-0.1696,20.1461,11.5692,0.0000,0.0456,2.8050,90.59,0.150,0.100,0.200
7030.12, 2,-0.1746,20.1472,11.7328,0.0000,0.0488,2.6560,90.58,0.150,0.100,0.200
7030.32, 2,-0.1784,20.1523,11.8867,0.0000,0.0522,2.5131,90.57,0.150,0.100,0.200
7030.53, 2,-0.1831,20.1578,12.0374,0.0000,0.0558,2.3730,90.56,0.150,0.100,0.200
7030.78, 2,-0.1854,20.1639,12.1739,0.0000,0.0604,2.2422,90.55,0.025,0.050,0.250
7031.03, 2,-0.1869,20.1705,12.2948,0.0000,0.0645,2.1444,90.57,0.025,0.050,0.250
7031.29, 2,-0.1834,20.1660,12.3554,0.0000,0.0619,2.0757,90.59,0.025,0.050,0.250
7031.54, 2,-0.1738,20.1520,12.3977,0.0000,0.0527,2.0199,90.61,0.025,0.050,0.250
7031.79, 2,-0.1595,20.1292,12.4496,0.0000,0.0403,1.9774,90.59,0.025,0.050,0.250
7032.05, 2,-0.1440,20.1052,12.4875,0.0000,0.0260,1.9429,90.58,0.025,0.050,0.250
7032.30, 2,-0.1301,20.0737,12.5135,0.0000,0.0113,1.9116,90.58,0.025,0.050,0.250
7032.56, 2,-0.1199,20.0487,12.5420,0.0000,-0.0026,1.8790,90.58,0.025,0.050,0.250
7032.81, 2,-0.1054,20.0220,12.5751,0.0000,-0.0158,1.8480,90.58,0.025,0.050,0.250
7033.06, 2,-0.0933,19.9991,12.6114,0.0000,-0.0275,1.8214,90.56,0.025,0.050,0.250
7033.31, 2,-0.0814,19.9780,12.6511,0.0000,-0.0377,1.7976,90.55,0.025,0.050,0.250
7033.56, 2,-0.0677,19.9554,12.6795,0.0000,-0.0464,1.7801,90.55,0.025,0.050,0.250
7033.82, 2,-0.0594,19.9408,12.6959,0.0000,-0.0535,1.7587,90.56,0.025,0.050,0.250
7034.07, 2,-0.0510,19.9254,12.7193,0.0000,-0.0590,1.7387,90.58,0.025,0.050,0.250
7034.32, 2,-0.0440,19.9150,12.7307,0.0000,-0.0631,1.7238,90.59,0.025,0.050,0.250
7034.58, 2,-0.0375,19.9053,12.7451,0.0000,-0.0657,1.7103,90.60,0.025,0.050,0.250
7034.83, 2,-0.0330,19.8992,12.7656,0.0000,-0.0670,1.7014,90.59,0.025,0.050,0.250
7035.08, 2,-0.0306,19.8956,12.7777,0.0000,-0.0673,1.6980,90.58,0.025,0.050,0.250
7035.33, 2,-0.0313,19.8922,12.7651,0.0000,-0.0667,1.6953,90.59,0.025,0.050,0.250
7035.58, 2,-0.0310,19.8923,12.7589,0.0000,-0.0654,1.6865,90.60,0.025,0.050,0.250
7035.84, 2,-0.0275,19.8932,12.7729,0.0000,-0.0634,1.6770,90.58,0.025,0.050,0.250
7036.09, 2,-0.0235,19.8956,12.7817,0.0000,-0.0608,1.6696,90.55,0.025,0.050,0.250
7036.34, 2,-0.0200,19.9015,12.7674,0.0000,-0.0576,1.6636,90.54,0.025,0.050,0.250
7036.60, 2,-0.0169,19.9064,12.7475,0.0000,-0.0540,1.6468,90.53,0.025,0.050,0.250
7036.85, 2,-0.0132,19.9111,12.7489,0.0000,-0.0502,1.6236,90.54,0.025,0.050,0.250
7037.10, 2,-0.0106,19.9159,12.7761,0.0000,-0.0463,1.5999,90.55,0.025,0.050,0.250
7037.35, 2,-0.0106,19.9211,12.7965,0.0000,-0.0423,1.5809,90.54,0.025,0.050,0.250
7037.61, 2,-0.0106,19.9261,12.8119,0.0000,-0.0383,1.5558,90.55,0.025,0.050,0.250
7037.86, 2,-0.0117,19.9298,12.8470,0.0000,-0.0344,1.5310,90.57,0.025,0.050,0.250
7038.12, 2,-0.0111,19.9344,12.8851,0.0000,-0.0304,1.5072,90.59,0.025,0.050,0.250
7038.37, 2,-0.0121,19.9397,12.9205,0.0000,-0.0263,1.4891,90.59,0.025,0.050,0.250
7038.62, 2,-0.0141,19.9440,12.9501,0.0000,-0.0225,1.4724,90.61,0.025,0.050,0.250
7038.88, 2,-0.0182,19.9496,12.9476,0.0000,-0.0187,1.4553,90.63,0.025,0.050,0.250
7039.13, 2,-0.0250,19.9561,12.9550,0.0000,-0.0151,1.4264,90.63,0.025,0.050,0.250
7039.38, 2,-0.0329,19.9639,12.9763,0.0000,-0.0119,1.3930,90.62,0.025,0.050,0.250
7039.63, 2,-0.0407,19.9684,13.0112,0.0000,-0.0095,1.3583,90.61,0.025,0.050,0.250
7039.88, 2,-0.0487,19.9740,13.0527,0.0000,-0.0078,1.3280,90.63,0.025,0.050,0.250
7040.14, 2,-0.0537,19.9780,13.0726,0.0000,-0.0067,1.2980,90.63,0.025,0.050,0.250
