Time, State, posX, posY, posZ, errorX, errorY, errorZ, errorYaw, ascendRate, adjustmentGain, delaytime
17.46, 0,-0.1319,15.5200,7.3565,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
17.71, 0,-0.1332,15.7027,7.3130,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
17.96, 0,-0.1337,15.8870,7.3036,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
18.22, 0,-0.1351,16.1000,7.3291,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
18.47, 0,-0.1384,16.2831,7.3477,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
18.72, 0,-0.1429,16.4685,7.3831,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
18.98, 0,-0.1462,16.6873,7.4324,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
19.23, 0,-0.1456,16.8800,7.4471,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
19.48, 0,-0.1449,17.0765,7.4615,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
19.73, 0,-0.1455,17.2992,7.4776,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
19.98, 0,-0.1464,17.4962,7.4872,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
20.24, 0,-0.1472,17.6949,7.4893,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
20.49, 0,-0.1461,17.9214,7.4939,-1.0000,-1.0000,-1.0000,0.00,0.000,0.000,0.250
20.74, 0,-0.1460,18.1205,7.4936,0.0000,-0.9016,6.9198,-9.63,0.000,0.000,0.250
20.94, 1,-0.1462,18.2951,7.4890,0.0000,-0.8187,6.9458,-9.58,0.000,0.150,0.200
21.14, 1,-0.1462,18.4690,7.4862,0.0000,-0.7355,6.9673,-5.62,0.000,0.150,0.200
21.34, 1,-0.1447,18.6481,7.4804,0.0000,-0.6464,6.9937,1.51,0.000,0.150,0.200
21.54, 1,-0.1424,18.8030,7.4754,0.0000,-0.5553,7.0196,9.17,0.000,0.150,0.200
21.74, 1,-0.1382,18.9993,7.4639,0.0000,-0.4635,7.0452,17.01,0.000,0.150,0.200
21.94, 1,-0.1333,19.1871,7.4492,0.0000,-0.3752,7.0685,24.77,0.000,0.150,0.200
22.14, 1,-0.1285,19.3763,7.4309,0.0000,-0.2882,7.0892,32.76,0.000,0.150,0.200
22.34, 1,-0.1238,19.5258,7.3900,0.0000,-0.2057,7.1029,40.81,0.000,0.150,0.200
22.55, 1,-0.1168,19.6920,7.3700,0.0000,-0.1270,7.1060,49.08,0.000,0.150,0.200
22.75, 1,-0.1101,19.8484,7.3610,0.0000,-0.0546,7.1043,57.41,0.000,0.150,0.200
22.95, 1,-0.1041,19.9946,7.3576,0.0000,0.0083,7.0999,65.49,0.000,0.100,0.200
23.15, 1,-0.0992,20.1277,7.3621,0.0000,0.0654,7.0945,73.82,0.000,0.100,0.200
23.35, 1,-0.0967,20.2251,7.3653,0.0000,0.1151,7.0891,82.03,0.000,0.100,0.200
23.55, 1,-0.0930,20.3341,7.3774,0.0000,0.1572,7.0843,88.42,0.000,0.150,0.200
23.75, 1,-0.0914,20.4278,7.3887,0.0000,0.1929,7.0815,92.13,0.000,0.150,0.200
23.95, 1,-0.0901,20.5075,7.3997,0.0000,0.2207,7.0812,93.72,0.000,0.150,0.200
24.15, 1,-0.0883,20.5760,7.3942,0.0000,0.2412,7.0823,94.16,0.000,0.150,0.200
24.35, 1,-0.0867,20.6229,7.3777,0.0000,0.2541,7.0795,94.11,0.000,0.150,0.200
24.55, 1,-0.0863,20.6523,7.3756,0.0000,0.2601,7.0727,93.88,0.000,0.150,0.200
24.75, 1,-0.0902,20.6760,7.3834,0.0000,0.2593,7.0653,93.62,0.000,0.150,0.200
24.95, 1,-0.0941,20.6833,7.3884,0.0000,0.2520,7.0599,93.40,0.000,0.150,0.200
25.15, 1,-0.0987,20.6780,7.3863,0.0000,0.2396,7.0556,93.21,0.000,0.150,0.200
25.35, 1,-0.1035,20.6596,7.3805,0.0000,0.2220,7.0505,93.05,0.000,0.150,0.200
25.55, 1,-0.1064,20.6305,7.3708,0.0000,0.2002,7.0430,92.91,0.000,0.150,0.200
25.75, 1,-0.1080,20.5916,7.3743,0.0000,0.1745,7.0327,92.80,0.000,0.150,0.200
25.95, 1,-0.1096,20.5534,7.3859,0.0000,0.1467,7.0229,92.68,0.000,0.150,0.200
26.15, 1,-0.1113,20.4991,7.3993,0.0000,0.1176,7.0166,92.58,0.000,0.150,0.200
26.35, 1,-0.1128,20.4451,7.4081,0.0000,0.0862,7.0130,92.50,0.000,0.150,0.200
26.55, 1,-0.1166,20.3894,7.4113,0.0000,0.0557,7.0112,92.42,0.000,0.100,0.200
26.75, 1,-0.1197,20.3422,7.4082,0.0000,0.0241,7.0098,92.33,0.000,0.100,0.200
26.95, 1,-0.1259,20.2796,7.4080,0.0000,-0.0056,7.0078,92.24,0.000,0.100,0.200
27.15, 1,-0.1326,20.2172,7.3750,0.0000,-0.0351,7.0038,92.15,0.000,0.100,0.200
27.35, 1,-0.1388,20.1543,7.3428,0.0000,-0.0617,6.9887,92.07,0.000,0.100,0.200
27.55, 1,-0.1419,20.1012,7.3482,0.0000,-0.0870,6.9664,91.99,0.000,0.100,0.200
27.75, 1,-0.1432,20.0621,7.3532,0.0000,-0.1088,6.9462,91.92,0.000,0.100,0.200
27.95, 1,-0.1457,20.0173,7.3764,0.0000,-0.1288,6.9271,91.85,0.000,0.150,0.200
28.15, 1,-0.1483,19.9745,7.4015,0.0000,-0.1459,6.9148,91.78,0.000,0.150,0.200
28.35, 1,-0.1514,19.9342,7.4210,0.0000,-0.1600,6.9083,91.71,0.000,0.150,0.200
28.55, 1,-0.1528,19.9024,7.4373,0.0000,-0.1715,6.9071,91.64,0.000,0.150,0.200
28.75, 1,-0.1525,19.8744,7.4281,0.0000,-0.1800,6.9087,91.57,0.000,0.150,0.200
28.95, 1,-0.1504,19.8554,7.4019,0.0000,-0.1854,6.9059,91.50,0.000,0.150,0.200
29.15, 1,-0.1467,19.8368,7.3878,0.0000,-0.1876,6.8944,91.44,0.000,0.150,0.200
29.35, 1,-0.1418,19.8255,7.3948,0.0000,-0.1868,6.8807,91.39,0.000,0.150,0.200
29.55, 1,-0.1377,19.8206,7.4124,0.0000,-0.1829,6.8695,91.33,0.000,0.150,0.200
29.76, 1,-0.1340,19.8206,7.4285,0.0000,-0.1763,6.8638,91.28,0.000,0.150,0.200
29.96, 1,-0.1292,19.8267,7.4424,0.0000,-0.1671,6.8632,91.22,0.000,0.150,0.200
30.16, 1,-0.1243,19.8381,7.4534,0.0000,-0.1556,6.8662,91.16,0.000,0.150,0.200
30.36, 1,-0.1203,19.8546,7.4639,0.0000,-0.1418,6.8731,91.11,0.000,0.150,0.200
30.56, 1,-0.1170,19.8759,7.4689,0.0000,-0.1263,6.8844,91.07,0.000,0.150,0.200
30.76, 1,-0.1144,19.8958,7.4673,0.0000,-0.1100,6.8970,91.03,0.000,0.150,0.200
30.96, 1,-0.1115,19.9222,7.4626,0.0000,-0.0925,6.9101,91.00,0.000,0.150,0.200
31.16, 1,-0.1093,19.9504,7.4579,0.0000,-0.0740,6.9238,90.96,0.000,0.100,0.200
31.36, 1,-0.1071,19.9818,7.4534,0.0000,-0.0553,6.9361,90.92,0.000,0.100,0.200
31.56, 1,-0.1057,20.0145,7.4494,0.0000,-0.0370,6.9481,90.89,0.000,0.100,0.200
31.76, 1,-0.1045,20.0416,7.4474,0.0000,-0.0187,6.9600,90.86,0.000,0.100,0.200
31.96, 1,-0.1026,20.0719,7.4392,0.0000,-0.0011,6.9716,90.82,0.000,0.100,0.200
32.16, 1,-0.1011,20.1011,7.4364,0.0000,0.0158,6.9822,90.79,0.000,0.100,0.200
32.36, 1,-0.0987,20.1288,7.4326,0.0000,0.0317,6.9927,90.76,0.000,0.100,0.200
32.57, 1,-0.0968,20.1549,7.4343,0.0000,0.0463,7.0033,90.72,0.000,0.100,0.200
32.77, 1,-0.0940,20.1789,7.4326,0.0000,0.0592,7.0149,90.67,0.000,0.100,0.200
32.97, 1,-0.0921,20.1992,7.4248,0.0000,0.0711,7.0260,90.64,0.000,0.100,0.200
33.17, 1,-0.0911,20.2128,7.4168,0.0000,0.0815,7.0349,90.60,0.000,0.100,0.200
33.37, 1,-0.0899,20.2275,7.4098,0.0000,0.0905,7.0411,90.56,0.000,0.100,0.200
33.57, 1,-0.0886,20.2394,7.4113,0.0000,0.0983,7.0456,90.51,0.000,0.100,0.200
33.77, 1,-0.0862,20.2494,7.4108,0.0000,0.1049,7.0503,90.48,0.000,0.100,0.200
33.97, 1,-0.0854,20.2553,7.4071,0.0000,0.1105,7.0552,90.44,0.000,0.150,0.200
34.17, 1,-0.0854,20.2637,7.3959,0.0000,0.1149,7.0584,90.41,0.000,0.150,0.200
34.37, 1,-0.0851,20.2714,7.3755,0.0000,0.1181,7.0582,90.37,0.000,0.150,0.200
34.57, 1,-0.0846,20.2751,7.3696,0.0000,0.1200,7.0524,90.34,0.000,0.150,0.200
34.77, 1,-0.0834,20.2757,7.3739,0.0000,0.1206,7.0455,90.31,0.000,0.150,0.200
34.98, 1,-0.0827,20.2750,7.3803,0.0000,0.1198,7.0402,90.28,0.000,0.150,0.200
35.18, 1,-0.0826,20.2729,7.3866,0.0000,0.1176,7.0367,90.25,0.000,0.150,0.200
35.38, 1,-0.0809,20.2688,7.3971,0.0000,0.1140,7.0352,90.20,0.000,0.150,0.200
35.58, 1,-0.0784,20.2612,7.4099,0.0000,0.1093,7.0367,90.16,0.000,0.150,0.200
35.78, 1,-0.0754,20.2520,7.4188,0.0000,0.1033,7.0418,90.13,0.000,0.150,0.200
35.98, 1,-0.0726,20.2406,7.4172,0.0000,0.0963,7.0487,90.09,0.000,0.150,0.200
36.18, 1,-0.0693,20.2254,7.4114,0.0000,0.0886,7.0550,90.05,0.000,0.100,0.200
36.38, 1,-0.0648,20.2117,7.4009,0.0000,0.0804,7.0598,90.01,0.000,0.100,0.200
36.58, 1,-0.0587,20.1950,7.3805,0.0000,0.0715,7.0611,89.99,0.000,0.100,0.200
36.78, 1,-0.0542,20.1761,7.3754,0.0000,0.0623,7.0583,89.97,0.000,0.100,0.200
36.98, 1,-0.0503,20.1576,7.3841,0.0000,0.0531,7.0568,89.94,0.000,0.100,0.200
37.18, 1,-0.0496,20.1376,7.3902,0.0000,0.0439,7.0581,89.92,0.000,0.100,0.200
37.38, 1,-0.0493,20.1189,7.3915,0.0000,0.0351,7.0615,89.89,0.000,0.100,0.200
37.58, 1,-0.0493,20.1041,7.3948,0.0000,0.0265,7.0654,89.86,0.000,0.100,0.200
37.78, 1,-0.0478,20.0881,7.3978,0.0000,0.0183,7.0710,89.82,0.000,0.100,0.200
37.98, 1,-0.0473,20.0717,7.3968,0.0000,0.0102,7.0773,89.78,0.000,0.100,0.200
38.18, 1,-0.0474,20.0573,7.3983,0.0000,0.0026,7.0840,89.76,0.000,0.100,0.200
38.38, 2,-0.0467,20.0432,7.4069,0.0000,-0.0048,7.0878,89.74,0.150,0.100,0.200
38.59, 2,-0.0461,20.0305,7.4331,0.0000,-0.0119,7.0627,89.72,0.150,0.100,0.200
38.79, 2,-0.0457,20.0197,7.4684,0.0000,-0.0184,7.0136,89.70,0.150,0.100,0.200
38.99, 2,-0.0462,20.0092,7.5099,0.0000,-0.0246,6.9388,89.69,0.150,0.100,0.200
39.19, 2,-0.0457,20.0030,7.5338,0.0000,-0.0293,6.8397,89.67,0.150,0.100,0.200
39.39, 2,-0.0444,19.9983,7.6224,0.0000,-0.0317,6.7142,89.63,0.150,0.100,0.200
39.59, 2,-0.0419,19.9975,7.7404,0.0000,-0.0323,6.5820,89.61,0.150,0.100,0.200
39.79, 2,-0.0398,19.9975,7.8730,0.0000,-0.0322,6.4420,89.58,0.150,0.100,0.200
39.99, 2,-0.0389,19.9975,8.0139,0.0000,-0.0317,6.2930,89.56,0.150,0.100,0.200
40.19, 2,-0.0381,19.9982,8.1396,0.0000,-0.0310,6.1488,89.54,0.150,0.100,0.200
40.39, 2,-0.0356,19.9993,8.2961,0.0000,-0.0302,5.9993,89.52,0.150,0.100,0.200
40.59, 2,-0.0338,20.0011,8.4547,0.0000,-0.0294,5.8511,89.49,0.150,0.100,0.200
40.79, 2,-0.0319,20.0025,8.5885,0.0000,-0.0287,5.7041,89.47,0.150,0.100,0.200
40.99, 2,-0.0312,20.0031,8.7534,0.0000,-0.0279,5.5606,89.45,0.150,0.100,0.200
41.19, 2,-0.0304,20.0056,8.9139,0.0000,-0.0271,5.4171,89.43,0.150,0.100,0.200
41.40, 2,-0.0307,20.0076,9.0468,0.0000,-0.0263,5.2764,89.42,0.150,0.100,0.200
41.60, 2,-0.0301,20.0103,9.1956,0.0000,-0.0254,5.1330,89.40,0.150,0.100,0.200
41.80, 2,-0.0305,20.0143,9.3541,0.0000,-0.0245,4.9964,89.39,0.150,0.100,0.200
42.00, 2,-0.0301,20.0176,9.4990,0.0000,-0.0236,4.8556,89.39,0.150,0.100,0.200
42.20, 2,-0.0281,20.0203,9.6110,0.0000,-0.0229,4.7150,89.40,0.150,0.100,0.200
42.40, 2,-0.0269,20.0225,9.7197,0.0000,-0.0222,4.5581,89.39,0.150,0.100,0.200
42.60, 2,-0.0256,20.0240,9.8818,0.0000,-0.0216,4.4016,89.40,0.150,0.100,0.200
42.80, 2,-0.0248,20.0250,10.0538,0.0000,-0.0210,4.2463,89.39,0.150,0.100,0.200
43.00, 2,-0.0253,20.0256,10.2077,0.0000,-0.0205,4.0965,89.36,0.150,0.100,0.200
43.20, 2,-0.0254,20.0260,10.3717,0.0000,-0.0199,3.9434,89.34,0.150,0.100,0.200
43.40, 2,-0.0255,20.0268,10.5359,0.0000,-0.0192,3.7964,89.32,0.150,0.100,0.200
43.61, 2,-0.0254,20.0276,10.6771,0.0000,-0.0186,3.6495,89.30,0.150,0.100,0.200
43.81, 2,-0.0266,20.0298,10.8181,0.0000,-0.0181,3.5029,89.28,0.150,0.100,0.200
44.01, 2,-0.0298,20.0332,10.9741,0.0000,-0.0177,3.3577,89.25,0.150,0.100,0.200
44.21, 2,-0.0336,20.0359,11.1413,0.0000,-0.0175,3.2169,89.24,0.150,0.100,0.200
44.41, 2,-0.0357,20.0378,11.3013,0.0000,-0.0174,3.0779,89.24,0.150,0.100,0.200
44.61, 2,-0.0375,20.0385,11.4599,0.0000,-0.0174,2.9435,89.22,0.150,0.100,0.200
44.82, 2,-0.0400,20.0391,11.6117,0.0000,-0.0176,2.8091,89.21,0.150,0.100,0.200
45.02, 2,-0.0421,20.0390,11.7366,0.0000,-0.0178,2.6745,89.19,0.150,0.100,0.200
45.22, 2,-0.0448,20.0385,11.8854,0.0000,-0.0182,2.5367,89.17,0.150,0.100,0.200
45.42, 2,-0.0483,20.0383,12.0365,0.0000,-0.0187,2.4007,89.17,0.150,0.100,0.200
45.67, 2,-0.0527,20.0390,12.2029,0.0000,-0.0193,2.2424,89.17,0.025,0.050,0.250
45.92, 2,-0.0580,20.0408,12.3462,0.0000,-0.0200,2.1168,89.17,0.025,0.050,0.250
46.17, 2,-0.0668,20.0423,12.4469,0.0000,-0.0207,2.0125,89.15,0.025,0.050,0.250
46.42, 2,-0.0759,20.0433,12.5197,0.0000,-0.0222,1.9304,89.14,0.025,0.050,0.250
46.68, 2,-0.0872,20.0398,12.6025,0.0000,-0.0262,1.8580,89.13,0.025,0.050,0.250
46.93, 2,-0.0981,20.0329,12.6677,0.0000,-0.0315,1.7988,89.13,0.025,0.050,0.250
47.18, 2,-0.1117,20.0237,12.7040,0.0000,-0.0376,1.7476,89.12,0.025,0.050,0.250
47.44, 2,-0.1239,20.0142,12.7532,0.0000,-0.0437,1.6971,89.11,0.025,0.050,0.250
47.69, 2,-0.1376,20.0038,12.8079,0.0000,-0.0492,1.6564,89.09,0.025,0.050,0.250
47.94, 2,-0.1430,19.9955,12.8567,0.0000,-0.0542,1.6201,89.07,0.025,0.050,0.250
48.20, 2,-0.1489,19.9879,12.9031,0.0000,-0.0583,1.5923,89.05,0.025,0.050,0.250
48.45, 2,-0.1548,19.9807,12.9107,0.0000,-0.0613,1.5725,89.04,0.025,0.050,0.250
48.70, 2,-0.1591,19.9747,12.9312,0.0000,-0.0634,1.5527,89.01,0.025,0.050,0.250
48.95, 2,-0.1633,19.9710,12.9543,0.0000,-0.0647,1.5377,88.99,0.025,0.050,0.250
49.20, 2,-0.1662,19.9682,12.9732,0.0000,-0.0651,1.5285,88.96,0.025,0.050,0.250
49.46, 2,-0.1688,19.9667,12.9831,0.0000,-0.0647,1.5211,88.94,0.025,0.050,0.250
49.71, 2,-0.1717,19.9658,12.9866,0.0000,-0.0636,1.5156,88.89,0.025,0.050,0.250
49.96, 2,-0.1732,19.9657,12.9737,0.0000,-0.0618,1.5073,88.86,0.025,0.050,0.250
50.21, 2,-0.1741,19.9668,12.9680,0.0000,-0.0596,1.4935,88.84,0.025,0.050,0.250
50.46, 2,-0.1762,19.9699,12.9833,0.0000,-0.0568,1.4793,88.85,0.025,0.050,0.250
50.72, 2,-0.1777,19.9744,12.9980,0.0000,-0.0539,1.4693,88.83,0.025,0.050,0.250
50.97, 2,-0.1764,19.9787,13.0080,0.0000,-0.0507,1.4628,88.81,0.025,0.050,0.250
51.22, 2,-0.1731,19.9840,12.9990,0.0000,-0.0475,1.4576,88.78,0.025,0.050,0.250
51.47, 2,-0.1703,19.9884,12.9972,0.0000,-0.0444,1.4498,88.75,0.025,0.050,0.250
51.73, 2,-0.1662,19.9918,12.9987,0.0000,-0.0412,1.4322,88.71,0.025,0.050,0.250
51.98, 2,-0.1605,19.9965,12.9732,0.0000,-0.0379,1.4079,88.69,0.025,0.050,0.250
52.23, 2,-0.1569,20.0015,12.9629,0.0000,-0.0349,1.3642,88.66,0.025,0.050,0.250
52.48, 2,-0.1509,20.0062,12.9988,0.0000,-0.0321,1.3144,88.65,0.025,0.050,0.250
52.74, 2,-0.1437,20.0125,13.0575,0.0000,-0.0296,1.2685,88.62,0.025,0.050,0.250
52.99, 2,-0.1373,20.0173,13.1128,0.0000,-0.0276,1.2362,88.62,0.025,0.050,0.250
53.24, 2,-0.1339,20.0225,13.1568,0.0000,-0.0259,1.2128,88.61,0.025,0.050,0.250
53.49, 2,-0.1300,20.0290,13.1961,0.0000,-0.0246,1.1979,88.60,0.025,0.050,0.250
